 9 25 2009   5 17 19 25 31 38 46  4
10  2 2009   8 27 28 29 31 32 35 11
10  9 2009   5 15 25 38 42 46 47 26
10 16 2009   4 10 18 20 31 35 44 29
10 23 2009   4  7 10 12 23 25 36 18
10 30 2009   6  9 10 14 17 18 19 46
11  6 2009   2  7  8 11 16 17 18 12
11 13 2009   8 18 27 28 38 41 48 36
11 20 2009   2  8 28 30 36 39 42 24
11 27 2009  11 15 24 26 37 38 43 17
12  4 2009   1  6 13 19 32 35 40  7
12 11 2009   1  4  5  7 22 29 48 13
12 18 2009   8 10 15 17 33 34 35 13
12 25 2009   8  9 12 13 29 30 31 47
 1  1 2010   7  9 13 18 27 33 44 15
 1  8 2010   8 17 21 23 24 28 39 31
 1 15 2010  12 17 22 30 34 43 49 48
 1 22 2010  17 26 30 32 34 39 41 49
 1 29 2010  16 17 22 24 40 41 47 45
 2  5 2010  10 19 25 29 39 41 42 21
 2 12 2010   9 12 17 23 34 42 47 37
 2 19 2010   4 23 27 32 35 43 47 24
 2 26 2010   2 27 30 32 35 36 38 39
 3  5 2010   5  8 18 22 32 39 45 19
 3 12 2010  17 18 19 21 32 40 49  6
 3 19 2010   1  3  6 34 37 42 45 27
 3 26 2010   3 11 12 16 34 36 37 18
 4  2 2010   4  9 12 15 28 29 43 17
 4  9 2010  11 16 29 30 31 33 42 24
 4 16 2010   6  7 17 20 32 44 49 46
 4 23 2010   8 11 16 21 24 28 41 37
 4 30 2010   1  3  4  5 16 32 33 41
 5  7 2010   3  6 10 14 19 25 33  1
 5 14 2010   7 17 19 23 31 36 41  1
 5 21 2010  14 16 30 35 36 45 49 10
 5 28 2010  11 18 23 24 27 28 39  1
 6  4 2010   3 18 27 30 33 40 45 31
 6 11 2010   2  7 12 25 29 32 35 26
 6 18 2010   5  6 26 29 34 36 43 49
 6 25 2010   5 22 28 31 39 46 48  4
 7  2 2010   9 19 25 26 29 30 44 33
 7  9 2010   9 10 19 24 28 30 31 46
 7 16 2010  10 14 26 34 43 47 48 28
 7 23 2010  17 19 26 29 34 35 38 47
 7 30 2010   5  7 11 40 41 47 48  6
 8  6 2010   1  5  6 32 36 38 44 29
 8 13 2010  19 25 27 29 30 36 46 15
 8 20 2010   4  5  7  8 18 30 35 39
 8 27 2010   3 14 26 27 29 32 34  1
 9  3 2010  12 17 27 28 31 36 48 37
 9 10 2010   4 17 27 32 34 39 47 13
 9 17 2010   2  5  6 43 46 47 48 39
 9 24 2010   9 22 25 30 31 39 42 19
10  1 2010  10 12 13 25 28 29 41 39
10  8 2010   3  4  5  8 13 22 33 32
10 15 2010   3 14 17 25 30 33 39  7
10 22 2010  12 15 19 20 28 29 39 14
10 29 2010   2  6 21 26 28 33 47 11
11  5 2010   7 10 24 30 35 36 39  3
11 12 2010  13 15 17 18 19 47 49 38
11 19 2010   4 13 25 29 36 40 48 24
11 26 2010  12 21 23 27 28 29 37  9
12  3 2010   1 10 13 26 43 46 49 31
12 10 2010   7  9 12 20 28 38 44 10
12 17 2010   1 16 28 29 33 37 47 24
12 24 2010   8 23 25 26 33 41 43 21
12 31 2010   2  7 10 22 32 34 38  1
 1  7 2011   2 10 13 15 23 28 49 40
 1 14 2011   2  6 10 12 24 30 37  3
 1 21 2011   2 18 19 29 42 47 49 17
 1 28 2011   7 10 14 20 21 23 31 41
 2  4 2011   1  3 13 18 19 39 48 40
 2 11 2011   4  6 13 19 26 29 47 43
 2 18 2011   3  7 12 16 20 42 48 31
 2 25 2011   3 14 19 30 32 39 46  8
 3  4 2011   3 18 27 29 32 33 35 47
 3 11 2011   2  3  4 20 22 40 43  9
 3 18 2011   2  5 10 21 25 35 49 40
 3 25 2011   1  4 22 25 26 36 46  5
 4  1 2011   5  6 11 12 24 26 34 49
 4  8 2011  13 18 25 41 44 48 49  1
 4 15 2011   3 12 14 15 25 32 49 37
 4 22 2011   7 19 34 35 38 42 46 11
 4 29 2011   1 13 20 24 39 45 47 25
 5  6 2011   6 19 24 25 26 35 36 23
 5 13 2011   7  8 14 32 38 42 44 30
 5 20 2011   7 12 14 18 30 45 47 20
 5 27 2011   5  9 19 20 21 28 30 36
 6  3 2011   8 21 28 32 33 34 48 38
 6 10 2011   8 11 12 25 28 30 33 16
 6 17 2011   2  7 14 16 22 27 47 25
 6 24 2011   2  9 10 15 29 44 48 22
 7  1 2011  15 18 20 28 29 40 47 38
 7  8 2011  17 22 28 38 41 43 45  5
 7 15 2011   3  7  8 12 18 24 41  1
 7 22 2011   4 13 23 28 32 40 42 12
 7 29 2011   1  2  3 17 24 35 36 30
 8  5 2011  11 17 18 20 22 29 45 27
 8 12 2011   4 15 21 30 33 35 47 28
 8 19 2011   4 14 24 41 43 46 49  1
 8 26 2011   6 11 12 14 35 43 44 42
 9  2 2011   2  3  8 13 18 20 23 10
 9  9 2011   6  8 15 20 30 32 42 17
 9 16 2011  12 18 22 24 28 43 49 21
 9 23 2011   8 16 24 27 30 38 40 18
 9 30 2011   5  6  7 12 14 18 25 38
10  7 2011  12 13 24 25 26 41 43  7
10 14 2011   1  3  7 19 31 39 49 17
10 21 2011   6 23 27 30 34 38 45 21
10 28 2011   2  4 18 20 29 38 41  9
11  4 2011   5  8 13 15 27 28 37 39
11 11 2011   5  7  9 25 31 37 39 22
11 18 2011   8 17 27 28 39 44 49 24
11 25 2011   8 10 15 24 30 35 49 23
12  2 2011  23 29 33 34 39 44 48 32
12  9 2011   3 11 18 19 23 27 44 46
12 16 2011  11 24 26 31 42 44 46 22
12 23 2011   3  4  9 25 26 37 39 45
12 30 2011   2 13 22 28 35 41 42  4
 1  6 2012   1  2  8 13 22 45 46 48
 1 13 2012   6 15 18 26 41 46 48 27
 1 20 2012   9 15 21 23 41 43 44 46
 1 27 2012   8 24 28 34 37 43 45 21
 2  3 2012   2  8 12 14 33 37 47 46
 2 10 2012   1  5 25 35 38 44 47 39
 2 17 2012   1 15 26 28 31 39 49 18
 2 24 2012   6 17 23 24 25 31 38  7
 3  2 2012   4 13 14 15 34 46 47 49
 3  9 2012   7 18 19 29 39 47 48 32
 3 16 2012   5  7 18 24 28 41 49 26
 3 23 2012   6 18 21 23 24 32 48 47
 3 30 2012   3 11 12 19 35 45 47 13
 4  6 2012  15 18 19 25 32 42 49 43
 4 13 2012   2  6 11 12 16 39 45  3
 4 20 2012  14 15 16 19 30 36 46 42
 4 27 2012   3 23 28 40 42 43 45 17
 5  4 2012   3  5  6 25 37 43 45 21
 5 11 2012   1  6  7 24 31 36 39 26
 5 18 2012   3  4 13 15 21 29 48 26
 5 25 2012   1  2  3  6 12 20 41 10
 6  1 2012   4  7 13 24 26 27 43 41
 6  8 2012   9 10 16 24 26 44 48 27
 6 15 2012   8 11 20 28 36 43 47 18
 6 22 2012   1 12 20 22 30 34 38 33
 6 29 2012  10 14 20 28 35 40 42 44
 7  6 2012  14 26 31 34 37 45 48 38
 7 13 2012   3 13 14 23 33 36 45  7
 7 20 2012   4  7 29 35 39 43 44 46
 7 27 2012   2 20 25 26 46 47 48 44
 8  3 2012   1  2 18 26 27 39 42 33
 8 10 2012   2 15 18 19 22 27 49 40
 8 17 2012  18 19 22 27 29 36 47 25
 8 24 2012   2  3  5 22 23 32 33  8
 8 31 2012   5 12 13 28 33 37 43 44
 9  7 2012  11 14 18 20 37 41 46  8
 9 14 2012   2 27 30 31 37 46 47 21
 9 21 2012   7  8 10 11 19 34 45 44
 9 28 2012   5  6 32 33 39 42 47  9
10  5 2012   1 12 23 27 30 31 37 33
10 12 2012   5  7 12 15 35 45 47 40
10 19 2012   1  2  3 15 22 37 41  6
10 26 2012   3  4 20 25 30 35 48 23
11  2 2012   1  2  5 26 29 36 47 13
11  9 2012   8  9 11 22 24 42 46 13
11 16 2012   1  5  9 19 27 35 48 30
11 23 2012   6  8 10 17 28 29 38 34
11 30 2012   3 10 13 23 31 41 45 33
12  7 2012   5 11 22 29 38 42 49 33
12 14 2012   3  6 10 33 39 48 49 18
12 21 2012   7  8 17 18 20 40 41 33
12 28 2012   1  9 25 28 32 41 48 12
 1  4 2013   3  6 16 23 27 28 34 22
 1 11 2013   2 25 26 37 39 48 49 40
 1 18 2013   8 16 17 28 32 34 47 19
 1 25 2013   1 18 19 29 31 32 46 36
 2  1 2013   5  9 10 32 37 44 46 38
 2  8 2013   3  8 13 30 38 45 47 10
 2 15 2013  14 23 24 25 28 41 45 37
 2 22 2013   5 12 24 31 39 45 49 35
 3  1 2013   1  2  5  6 38 39 46 33
 3  8 2013   9 15 17 28 35 39 41 36
 3 15 2013   9 16 17 19 22 41 43 12
 3 22 2013   7 12 16 19 21 24 47 34
 3 29 2013   8 11 12 13 22 33 47  7
 4  5 2013   2 14 15 17 24 38 40 31
 4 12 2013   3  6 37 40 42 44 48 18
 4 19 2013   2  3  8 20 28 31 34 42
 4 26 2013  10 13 15 18 25 36 47 40
 5  3 2013   4  6 21 26 30 34 35 39
 5 10 2013   3 10 19 21 27 35 36 49
 5 17 2013   8 18 21 27 33 46 49 26
 5 24 2013   9 19 21 24 39 43 48  6
 5 31 2013   5  7 10 15 22 45 47 23
 6  7 2013   5 19 24 34 35 38 43  8
 6 14 2013   2 12 15 18 21 22 25  5
 6 21 2013   2  9 12 13 27 28 36 20
 6 28 2013   2  7 15 38 43 44 47  1
 7  5 2013   5 12 15 39 44 46 49 18
 7 12 2013  14 16 17 36 45 46 48  7
 7 19 2013   3 17 19 20 34 35 43  4
 7 26 2013   5  9 12 18 24 35 42 17
 8  2 2013   2  9 23 29 30 34 43 40
 8  9 2013   6 15 19 26 43 44 49 30
 8 16 2013   2  6 20 22 30 34 49 45
 8 23 2013   5  6 10 17 22 36 48  3
 8 30 2013   6 19 20 25 31 35 36 45
 9  6 2013   1  7 23 36 37 39 41 33
 9 13 2013   2  6 12 15 16 22 49 46
 9 20 2013   2 14 15 24 40 43 44 45
 9 27 2013  10 11 18 24 26 42 47 45
10  4 2013  12 16 19 20 28 34 42  9
10 11 2013   7  8  9 16 21 28 48 29
10 18 2013  10 26 28 33 34 35 40 12
10 25 2013  13 16 24 29 33 40 49 28
11  1 2013  11 12 16 22 30 32 49 35
11  8 2013   7  8 10 15 24 26 41 12
11 15 2013   1  3 10 15 25 28 31  7
11 22 2013   2 24 35 38 39 41 48 20
11 29 2013   3  6 19 31 34 42 45 30
12  6 2013   3  4 11 18 37 42 44 47
12 13 2013   6 16 24 32 36 45 47 25
12 20 2013   2 13 18 24 27 37 43 14
12 27 2013   1  6  9 11 17 37 39 32
 1  3 2014   7 16 31 35 39 44 48 42
 1 10 2014  12 28 31 38 40 41 45 15
 1 17 2014   4  9 18 32 35 38 40 12
 1 24 2014   7 10 15 23 30 36 44 45
 1 31 2014   6 10 16 27 38 40 45 39
 2  7 2014  13 19 37 38 40 43 48 46
 2 14 2014   6  8 11 16 17 19 24 29
 2 21 2014   1 10 16 23 29 35 39 46
 2 28 2014   4  7 20 22 26 28 29 47
 3  7 2014   1  6  7 16 22 31 33 25
 3 14 2014   3  4  5  7 31 33 40 49
 3 21 2014   1  2  4 21 23 35 40  5
 3 28 2014   8 15 16 21 31 37 39 20
 4  4 2014  19 30 33 34 36 41 48 11
 4 11 2014   1  3 14 33 35 39 45 28
 4 18 2014   9 16 24 30 39 40 45 14
 4 25 2014   3  9 24 25 28 36 40 48
 5  2 2014   6 15 18 19 25 44 46 28
 5  9 2014   5  7 29 35 39 41 49 14
 5 16 2014  12 13 16 30 32 35 37  7
 5 23 2014   3 11 16 24 31 39 43  2
 5 30 2014   2  5 10 11 23 25 31 46
 6  6 2014   3  5 17 30 36 47 49 31
 6 13 2014  12 16 24 29 36 40 47 44
 6 20 2014  12 17 32 36 43 44 49  4
 6 27 2014   4  6  7 16 18 40 46 34
 7  4 2014   5 10 11 20 26 38 46 44
 7 11 2014   1  6 10 16 18 21 31  5
 7 18 2014   1  3 16 33 34 40 42  2
 7 25 2014   7  9 24 30 35 42 43 36
 8  1 2014   1  2  5 10 11 25 34 36
 8  8 2014   6  9 16 19 20 24 30 31
 8 15 2014   9 16 17 27 32 38 47 37
 8 22 2014  13 16 22 26 35 36 39 44
 8 29 2014   1 23 26 33 35 38 42 18
 9  5 2014   3  8 11 20 28 36 38 26
 9 12 2014   5  6  8 13 24 37 46 30
 9 19 2014   4  7  8 10 16 20 36 27
 9 26 2014   2  3  5 18 37 38 46 33
10  3 2014   7 15 24 25 27 43 47 22
10 10 2014   5 13 18 28 31 38 44 46
10 17 2014  18 19 32 36 38 40 43  1
10 24 2014   8 27 30 32 34 35 42 17
10 31 2014   3 12 25 30 42 44 45 26
11  7 2014   1  3  6  8 14 20 30 28
11 14 2014   2  5  7 13 15 30 38 27
11 21 2014   6 18 19 26 37 39 47 21
11 28 2014   3  4  7 12 17 26 34  1
12  5 2014  10 14 15 16 42 45 48 49
12 12 2014   2 14 30 34 38 47 48 16
12 19 2014   3  6 13 17 22 25 43 47
12 26 2014  15 20 29 39 40 43 46 12
 1  2 2015   8  9 14 19 28 31 46 48
 1  9 2015   3  7 12 18 31 33 35 26
 1 16 2015   6 29 30 31 36 42 45 32
 1 23 2015   1 14 15 18 26 42 48 39
 1 30 2015  10 15 21 28 32 36 37  9
 2  6 2015   1  5  7 13 14 33 46 47
 2 13 2015   6  9 18 22 25 32 44 46
 2 20 2015  26 34 38 41 46 48 49 10
 2 27 2015   4 12 16 27 37 39 44 32
 3  6 2015   2  8  9 10 24 26 41 37
 3 13 2015   2  8 10 15 17 20 24 14
 3 20 2015   7 10 16 35 36 42 45 24
 3 27 2015   3  7 15 23 29 31 45 46
 4  3 2015  10 11 23 28 32 34 41 29
 4 10 2015   7  8 16 18 24 25 46 37
 4 17 2015   7 11 14 15 19 30 41 22
 4 24 2015   3 37 38 40 42 43 46 12
 5  1 2015   6 18 20 37 40 44 46 49
 5  8 2015   1  7 17 27 32 44 48 18
 5 15 2015  16 23 24 25 40 46 47 17
 5 22 2015   1  4 21 24 29 30 46 25
 5 29 2015   1 30 38 39 44 45 47 43
 6  5 2015   2 10 13 16 30 33 48 44
 6 12 2015   4  7 11 19 34 38 48 45
 6 19 2015   7 14 15 16 21 30 41 17
 6 26 2015   2  4 16 23 30 32 46 38
 7  3 2015   1  6 30 40 46 47 49 37
 7 10 2015  12 14 23 25 31 38 40 36
 7 17 2015  23 24 29 36 42 43 49 38
 7 24 2015   2  4 11 19 28 29 38 42
 7 31 2015   2  5 27 32 35 42 46 48
 8  7 2015   5 13 20 37 39 40 41 28
 8 14 2015   1 15 17 25 34 40 41 38
 8 21 2015   3 13 15 22 33 41 49 11
 8 28 2015   2  4  5 17 29 39 41 48
 9  4 2015   7  8 15 19 36 37 41 43
 9 11 2015  21 22 27 30 39 42 44  8
